Wavelength (nm),Intensity
394.27,940.0000
394.56,929.0000
394.85,930.2000
395.14,930.4000
395.44,930.6000
395.73,934.2000
396.02,924.4000
396.31,927.0000
396.61,929.4000
396.90,917.4000
397.19,933.4000
397.48,931.6000
397.77,926.6000
398.06,929.2000
398.36,927.6000
398.65,918.8000
398.94,923.2000
399.23,918.8000
399.52,927.8000
399.82,924.4000
400.11,927.6000
400.40,922.2000
400.69,922.6000
400.98,915.4000
401.27,930.8000
401.57,908.6000
401.86,930.6000
402.15,918.6000
402.44,923.8000
402.73,921.4000
403.02,942.2000
403.32,920.4000
403.61,935.0000
403.90,926.4000
404.19,932.2000
404.48,946.8000
404.77,935.0000
405.06,943.2000
405.36,939.4000
405.65,933.4000
405.94,928.8000
406.23,940.6000
406.52,948.6000
406.81,944.2000
407.10,934.8000
407.40,931.2000
407.69,936.8000
407.98,949.0000
408.27,936.2000
408.56,928.8000
408.85,951.0000
409.14,928.2000
409.43,945.0000
409.72,934.8000
410.02,970.6000
410.31,942.8000
410.60,941.6000
410.89,947.6000
411.18,935.2000
411.47,937.6000
411.76,942.0000
412.05,945.4000
412.34,944.6000
412.63,942.2000
412.93,971.0000
413.22,963.2000
413.51,939.2000
413.80,949.6000
414.09,942.4000
414.38,944.4000
414.67,953.6000
414.96,942.6000
415.25,971.8000
415.54,966.2000
415.83,940.8000
416.12,934.8000
416.41,944.6000
416.70,963.6000
417.00,971.8000
417.29,958.8000
417.58,960.2000
417.87,954.6000
418.16,968.6000
418.45,958.0000
418.74,962.4000
419.03,959.2000
419.32,983.8000
419.61,978.8000
419.90,991.2000
420.19,989.2000
420.48,978.6000
420.77,966.6000
421.06,982.6000
421.35,981.2000
421.64,989.6000
421.93,971.6000
422.22,984.0000
422.51,998.0000
422.80,1000.2000
423.09,979.0000
423.38,1006.0000
423.67,1003.2000
423.96,998.8000
424.25,987.4000
424.54,1000.4000
424.83,989.2000
425.12,1001.6000
425.41,1006.4000
425.70,1047.6000
425.99,1025.4000
426.28,1012.6000
426.57,1025.2000
426.86,1026.4000
427.15,1022.0000
427.44,1049.2000
427.73,1035.2000
428.02,1046.8000
428.31,1054.0000
428.60,1067.4000
428.89,1063.8000
429.18,1053.2000
429.47,1067.6000
429.76,1063.8000
430.05,1069.2000
430.34,1090.0000
430.63,1078.4000
430.92,1100.6000
431.21,1111.8000
431.50,1100.0000
431.79,1115.8000
432.08,1112.6000
432.37,1122.4000
432.66,1144.0000
432.94,1151.4000
433.23,1176.0000
433.52,1173.6000
433.81,1172.6000
434.10,1212.6000
434.39,1191.0000
434.68,1221.0000
434.97,1205.2000
435.26,1222.4000
435.55,1237.8000
435.84,1253.2000
436.13,1267.0000
436.42,1281.0000
436.71,1276.6000
436.99,1287.2000
437.28,1312.0000
437.57,1338.0000
437.86,1334.2000
438.15,1358.6000
438.44,1367.0000
438.73,1396.6000
439.02,1417.6000
439.31,1436.6000
439.60,1435.8000
439.88,1475.8000
440.17,1483.0000
440.46,1527.6000
440.75,1533.6000
441.04,1552.2000
441.33,1609.2000
441.62,1617.2000
441.91,1644.2000
442.20,1678.2000
442.48,1698.8000
442.77,1753.8000
443.06,1784.0000
443.35,1804.4000
443.64,1855.6000
443.93,1872.4000
444.22,1934.0000
444.50,1985.6000
444.79,2003.6000
445.08,2069.4000
445.37,2092.8000
445.66,2155.8000
445.95,2169.8000
446.24,2228.0000
446.52,2298.6000
446.81,2340.8000
447.10,2368.4000
447.39,2432.6000
