Wavelength (nm),Intensity
394.27,1023.2000
394.56,1006.2000
394.85,1008.2000
395.14,1000.6000
395.44,1005.0000
395.73,997.0000
396.02,981.6000
396.31,997.0000
396.61,1004.8000
396.90,997.8000
397.19,1014.8000
397.48,1014.0000
397.77,987.8000
398.06,1002.2000
398.36,992.4000
398.65,1000.2000
398.94,996.4000
399.23,983.0000
399.52,1003.8000
399.82,997.8000
400.11,994.2000
400.40,994.6000
400.69,990.4000
400.98,998.0000
401.27,1014.4000
401.57,983.6000
401.86,1008.2000
402.15,996.6000
402.44,994.0000
402.73,993.8000
403.02,1013.2000
403.32,991.2000
403.61,998.0000
403.90,993.0000
404.19,1011.0000
404.48,1018.4000
404.77,1004.6000
405.06,1017.0000
405.36,1012.4000
405.65,1010.8000
405.94,973.8000
406.23,1012.8000
406.52,1021.8000
406.81,1023.0000
407.10,1006.0000
407.40,1004.4000
407.69,988.0000
407.98,1013.0000
408.27,994.4000
408.56,984.0000
408.85,1037.4000
409.14,991.0000
409.43,1008.8000
409.72,986.2000
410.02,1037.2000
410.31,1000.0000
410.60,1006.0000
410.89,1024.2000
411.18,988.2000
411.47,991.8000
411.76,1002.6000
412.05,1000.0000
412.34,1004.2000
412.63,991.4000
412.93,1031.6000
413.22,1018.6000
413.51,987.4000
413.80,1013.6000
414.09,990.4000
414.38,990.4000
414.67,1006.2000
414.96,996.2000
415.25,1031.0000
415.54,1007.6000
415.83,978.6000
416.12,982.2000
416.41,986.0000
416.70,1008.2000
417.00,1016.0000
417.29,1002.0000
417.58,1007.6000
417.87,1011.6000
418.16,1011.0000
418.45,989.6000
418.74,998.2000
419.03,986.2000
419.32,1024.6000
419.61,1005.0000
419.90,1017.4000
420.19,1012.6000
420.48,1002.8000
420.77,982.8000
421.06,988.8000
421.35,1000.0000
421.64,1003.6000
421.93,982.4000
422.22,995.4000
422.51,1029.4000
422.80,1007.4000
423.09,989.8000
423.38,1019.2000
423.67,1001.4000
423.96,993.6000
424.25,993.8000
424.54,996.0000
424.83,969.0000
425.12,994.8000
425.41,999.0000
425.70,1054.4000
425.99,995.0000
426.28,1003.4000
426.57,1002.6000
426.86,991.2000
427.15,1002.8000
427.44,1024.8000
427.73,1014.6000
428.02,993.8000
428.31,1007.8000
428.60,1018.0000
428.89,1007.6000
429.18,994.4000
429.47,1010.2000
429.76,986.8000
430.05,1000.2000
430.34,1025.2000
430.63,987.6000
430.92,1018.4000
431.21,1019.6000
431.50,983.2000
431.79,989.2000
432.08,990.0000
432.37,990.4000
432.66,1007.4000
432.94,985.6000
433.23,1010.4000
433.52,1011.2000
433.81,1000.4000
434.10,1066.4000
434.39,999.6000
434.68,1022.8000
434.97,992.0000
435.26,986.4000
435.55,1004.4000
435.84,1000.4000
436.13,1001.8000
436.42,1015.2000
436.71,992.4000
436.99,995.0000
437.28,997.6000
437.57,1003.0000
437.86,990.6000
438.15,1005.0000
438.44,995.8000
438.73,1004.6000
439.02,1012.0000
439.31,1017.0000
439.60,997.0000
439.88,994.0000
440.17,1000.2000
440.46,1009.0000
440.75,980.2000
441.04,981.8000
441.33,1021.0000
441.62,1002.6000
441.91,981.4000
442.20,1005.4000
442.48,1006.8000
442.77,986.2000
443.06,996.6000
443.35,981.0000
443.64,1004.6000
443.93,986.8000
444.22,1007.4000
444.50,1010.8000
444.79,1001.0000
445.08,1005.8000
445.37,1004.8000
445.66,986.6000
445.95,980.6000
446.24,985.8000
446.52,995.4000
446.81,1024.2000
447.10,981.6000
447.39,1007.0000
447.68,997.0000
447.97,977.0000
448.25,1012.2000
448.54,1017.0000
448.83,1020.4000
449.12,1023.0000
449.41,995.0000
449.69,1002.4000
449.98,1002.2000
450.27,989.2000
450.56,982.6000
450.85,1005.2000
451.14,984.0000
451.42,996.2000
451.71,996.2000
452.00,991.8000
452.29,1003.4000
452.58,992.8000
452.86,996.6000
453.15,994.6000
453.44,994.8000
453.73,1017.4000
454.01,994.2000
454.30,1044.0000
454.59,989.8000
454.88,980.6000
455.17,973.2000
455.45,999.8000
455.74,1031.0000
456.03,1009.8000
456.32,1001.4000
456.60,988.0000
456.89,1002.0000
457.18,985.6000
457.47,980.6000
457.76,998.2000
458.04,988.8000
458.33,995.6000
458.62,1001.0000
458.91,975.2000
459.19,972.2000
459.48,978.2000
459.77,983.8000
460.06,991.0000
460.34,993.4000
460.63,988.6000
460.92,988.6000
461.20,985.8000
461.49,998.6000
461.78,975.8000
462.07,981.4000
462.35,994.8000
462.64,990.2000
462.93,1003.6000
463.22,1004.8000
463.50,1008.8000
463.79,992.8000
464.08,1016.4000
464.36,992.2000
464.65,998.0000
464.94,995.4000
465.22,1003.4000
465.51,997.2000
465.80,1026.6000
466.09,991.2000
466.37,1011.8000
466.66,1018.6000
466.95,991.4000
467.23,996.6000
467.52,1005.8000
467.81,1032.6000
468.09,975.4000
468.38,1011.0000
468.67,1028.0000
468.95,993.0000
469.24,982.0000
469.53,1009.4000
469.81,1002.4000
470.10,999.8000
470.39,1003.0000
470.67,989.6000
470.96,1001.8000
471.25,990.0000
471.53,1005.4000
471.82,988.2000
472.11,988.6000
472.39,987.2000
472.68,986.0000
472.97,980.6000
473.25,1000.0000
473.54,987.0000
473.82,1001.8000
474.11,994.2000
474.40,1001.4000
474.68,1023.8000
474.97,1018.0000
475.26,999.8000
475.54,980.0000
475.83,1002.4000
476.11,985.2000
476.40,1012.4000
476.69,1013.8000
476.97,1006.2000
477.26,1001.8000
477.55,1018.8000
477.83,970.4000
478.12,999.0000
478.40,987.6000
478.69,997.6000
478.98,1007.2000
479.26,981.4000
479.55,994.2000
479.83,987.6000
480.12,990.6000
480.40,1011.2000
480.69,985.8000
480.98,991.0000
481.26,1013.2000
481.55,989.4000
481.83,993.6000
482.12,987.8000
482.41,985.2000
482.69,980.2000
482.98,999.6000
483.26,1016.8000
483.55,992.8000
483.83,998.0000
484.12,995.2000
484.40,1001.0000
484.69,969.4000
484.98,1000.6000
485.26,993.6000
485.55,989.2000
485.83,964.4000
486.12,1002.2000
486.40,993.0000
486.69,988.8000
486.97,994.0000
487.26,1004.2000
487.54,993.0000
487.83,985.0000
488.11,996.8000
488.40,1022.0000
488.68,1028.8000
488.97,992.8000
489.26,1004.4000
489.54,1007.0000
489.83,996.8000
490.11,997.0000
490.40,1007.4000
490.68,998.0000
490.97,989.6000
491.25,996.8000
491.54,988.4000
491.82,1001.6000
492.11,1005.6000
492.39,1007.2000
492.68,996.4000
492.96,1016.6000
493.24,991.6000
493.53,981.0000
493.81,1010.8000
494.10,986.8000
494.38,976.0000
494.67,1000.8000
494.95,1012.0000
495.24,971.8000
495.52,1006.2000
495.81,1014.8000
496.09,1010.2000
496.38,976.0000
496.66,1000.2000
496.95,1002.2000
497.23,993.6000
497.51,982.8000
497.80,1003.8000
498.08,992.2000
498.37,983.0000
498.65,1006.6000
498.94,1028.6000
499.22,1004.4000
499.51,984.2000
499.79,996.4000
500.07,972.8000
500.36,1014.2000
500.64,1009.6000
500.93,998.6000
501.21,1016.6000
501.50,987.6000
501.78,999.2000
502.06,972.2000
502.35,987.0000
502.63,979.6000
502.92,998.4000
503.20,1019.0000
503.48,1017.8000
503.77,1005.6000
504.05,1016.2000
504.34,980.8000
504.62,1009.2000
504.90,1001.4000
505.19,1017.8000
505.47,993.6000
505.76,990.2000
506.04,992.0000
506.32,1020.2000
506.61,987.0000
506.89,1015.0000
507.17,991.2000
507.46,998.2000
507.74,1025.8000
508.03,993.6000
508.31,1003.8000
508.59,963.6000
508.88,989.0000
509.16,991.6000
509.44,1005.0000
509.73,998.8000
510.01,996.2000
510.29,998.2000
510.58,986.4000
510.86,991.8000
511.14,1027.0000
511.43,992.8000
511.71,1004.2000
511.99,993.8000
512.28,988.4000
512.56,978.0000
512.84,979.8000
513.13,982.8000
513.41,998.4000
513.69,991.0000
513.98,972.2000
514.26,999.4000
514.54,998.2000
514.83,992.0000
515.11,1004.8000
515.39,1017.2000
515.68,1008.8000
515.96,986.8000
516.24,988.4000
516.53,989.8000
516.81,1021.0000
517.09,981.8000
517.37,998.2000
517.66,988.2000
517.94,999.8000
518.22,1003.4000
518.51,978.6000
518.79,1005.6000
519.07,988.6000
519.35,994.6000
519.64,1015.0000
519.92,1011.4000
520.20,1010.8000
520.48,1008.8000
520.77,989.8000
521.05,988.8000
521.33,969.6000
521.62,980.0000
521.90,999.0000
522.18,988.2000
522.46,993.0000
522.75,992.0000
523.03,1005.2000
523.31,979.6000
523.59,1023.4000
523.88,1000.2000
524.16,984.2000
524.44,1015.8000
524.72,1023.4000
525.00,999.2000
525.29,996.6000
525.57,991.8000
525.85,998.4000
526.13,979.8000
526.42,966.8000
526.70,1000.4000
526.98,977.0000
527.26,983.8000
527.54,988.6000
527.83,996.4000
528.11,994.8000
528.39,1004.4000
528.67,1010.4000
528.95,992.0000
529.24,974.8000
529.52,1007.6000
529.80,998.0000
530.08,1012.0000
530.36,996.8000
530.65,1005.8000
530.93,978.2000
531.21,985.2000
531.49,984.6000
531.77,1012.6000
