Wavelength (nm),Intensity
394.27,1016.4000
394.56,1011.4000
394.85,1011.6000
395.14,1019.6000
395.44,998.2000
395.73,1014.0000
396.02,974.2000
396.31,999.2000
396.61,1005.8000
396.90,992.0000
397.19,1013.2000
397.48,1012.0000
397.77,1000.4000
398.06,1007.6000
398.36,1011.0000
398.65,986.0000
398.94,999.4000
399.23,986.8000
399.52,1007.2000
399.82,1005.6000
400.11,994.0000
400.40,1020.6000
400.69,991.6000
400.98,997.4000
401.27,1013.2000
401.57,976.2000
401.86,995.4000
402.15,993.4000
402.44,995.2000
402.73,996.8000
403.02,1018.4000
403.32,995.6000
403.61,997.4000
403.90,994.0000
404.19,1010.6000
404.48,1025.8000
404.77,1011.2000
405.06,1003.0000
405.36,1019.6000
405.65,1001.2000
405.94,978.6000
406.23,1009.2000
406.52,1013.4000
406.81,1018.0000
407.10,1005.8000
407.40,998.0000
407.69,1001.6000
407.98,1008.4000
408.27,999.4000
408.56,984.4000
408.85,1034.8000
409.14,994.8000
409.43,1012.0000
409.72,1001.8000
410.02,1043.2000
410.31,999.4000
410.60,1001.2000
410.89,1011.8000
411.18,1005.0000
411.47,993.8000
411.76,1012.4000
412.05,1003.8000
412.34,1005.0000
412.63,989.8000
412.93,1052.8000
413.22,1014.4000
413.51,985.6000
413.80,1004.8000
414.09,978.2000
414.38,987.6000
414.67,1008.8000
414.96,995.0000
415.25,1036.6000
415.54,1009.2000
415.83,992.2000
416.12,982.4000
416.41,975.4000
416.70,1014.0000
417.00,1015.2000
417.29,1002.4000
417.58,1002.2000
417.87,1006.4000
418.16,1024.8000
418.45,994.6000
418.74,987.8000
419.03,991.2000
419.32,1024.0000
419.61,1010.4000
419.90,1016.8000
420.19,1001.8000
420.48,989.2000
420.77,981.0000
421.06,984.6000
421.35,1001.4000
421.64,1008.0000
421.93,981.8000
422.22,1001.4000
422.51,1019.2000
422.80,1007.2000
423.09,994.8000
423.38,1029.4000
423.67,1010.4000
423.96,1001.2000
424.25,987.0000
424.54,996.6000
424.83,965.4000
425.12,994.8000
425.41,1006.2000
425.70,1064.8000
425.99,1009.2000
426.28,994.2000
426.57,996.8000
426.86,994.2000
427.15,1010.4000
427.44,1035.4000
427.73,1008.4000
428.02,1001.6000
428.31,995.8000
428.60,1011.4000
428.89,1013.0000
429.18,1010.8000
429.47,1016.4000
429.76,1000.8000
430.05,991.0000
430.34,1017.4000
430.63,1003.8000
430.92,1025.6000
431.21,1014.8000
431.50,982.8000
431.79,991.8000
432.08,990.8000
432.37,998.2000
432.66,995.0000
432.94,991.8000
433.23,1002.8000
433.52,1022.0000
433.81,1012.8000
434.10,1057.6000
434.39,995.0000
434.68,1019.8000
434.97,985.2000
435.26,996.4000
435.55,1002.8000
435.84,1002.0000
436.13,1003.6000
436.42,1008.4000
436.71,984.4000
436.99,988.8000
437.28,1000.0000
437.57,1007.6000
437.86,992.0000
438.15,1022.8000
438.44,993.8000
438.73,1004.4000
439.02,1012.2000
439.31,1023.6000
439.60,993.2000
439.88,1000.0000
440.17,1000.8000
440.46,1017.8000
440.75,988.4000
441.04,986.4000
441.33,1015.4000
441.62,1003.2000
441.91,983.2000
442.20,998.6000
442.48,1005.4000
442.77,994.6000
443.06,1002.6000
443.35,990.2000
443.64,1004.2000
443.93,972.6000
444.22,991.4000
444.50,1008.2000
444.79,997.6000
445.08,997.4000
445.37,1001.2000
445.66,998.0000
445.95,973.4000
446.24,982.0000
446.52,992.2000
446.81,1023.2000
447.10,982.6000
447.39,1013.4000
447.68,987.8000
447.97,979.0000
448.25,1006.2000
448.54,1007.0000
448.83,1013.6000
449.12,1014.8000
449.41,989.4000
449.69,1011.0000
449.98,994.6000
450.27,983.8000
450.56,995.0000
450.85,1004.2000
451.14,974.4000
451.42,1007.8000
451.71,1009.2000
452.00,993.4000
452.29,1012.2000
452.58,1000.2000
452.86,995.2000
453.15,998.0000
453.44,999.6000
453.73,1013.4000
454.01,989.2000
454.30,1056.6000
454.59,980.2000
454.88,993.8000
455.17,982.4000
455.45,998.8000
455.74,1022.6000
456.03,1006.8000
456.32,996.0000
456.60,987.0000
456.89,999.0000
457.18,981.4000
457.47,982.4000
457.76,994.6000
458.04,993.2000
458.33,1007.6000
458.62,987.4000
458.91,972.4000
459.19,979.6000
459.48,977.6000
459.77,968.0000
460.06,989.2000
460.34,1007.4000
460.63,995.6000
460.92,986.2000
461.20,985.2000
461.49,984.0000
461.78,972.4000
462.07,988.6000
462.35,1000.6000
462.64,995.0000
462.93,1006.6000
463.22,1016.8000
463.50,1002.4000
463.79,989.2000
464.08,1008.6000
464.36,988.0000
464.65,992.2000
464.94,987.8000
465.22,1008.6000
465.51,993.8000
465.80,1018.8000
466.09,977.0000
466.37,1009.0000
466.66,1017.6000
466.95,998.6000
467.23,996.8000
467.52,999.6000
467.81,1030.6000
468.09,987.6000
468.38,1000.4000
468.67,1027.6000
468.95,999.6000
469.24,981.4000
469.53,1006.8000
469.81,1000.8000
470.10,1006.0000
470.39,1001.2000
470.67,980.2000
470.96,1004.8000
471.25,980.2000
471.53,1011.2000
471.82,1001.0000
472.11,988.4000
472.39,985.0000
472.68,989.0000
472.97,987.0000
473.25,999.8000
473.54,990.0000
473.82,990.6000
474.11,1003.0000
474.40,1010.2000
474.68,1028.2000
474.97,1014.0000
475.26,995.4000
475.54,980.4000
475.83,998.2000
476.11,993.4000
476.40,1003.6000
476.69,997.8000
476.97,1005.2000
477.26,1001.8000
