Wavelength (nm),Intensity
394.27,1004.6000
394.56,1002.0000
394.85,1028.0000
395.14,1009.0000
395.44,1011.6000
395.73,1009.8000
396.02,990.0000
396.31,994.6000
396.61,1019.4000
396.90,992.8000
397.19,1013.0000
397.48,1010.8000
397.77,988.4000
398.06,1005.4000
398.36,1006.0000
398.65,999.2000
398.94,996.0000
399.23,987.2000
399.52,995.6000
399.82,1000.4000
400.11,997.8000
400.40,1003.0000
400.69,992.6000
400.98,983.8000
401.27,1023.6000
401.57,966.6000
401.86,997.0000
402.15,989.2000
402.44,992.0000
402.73,986.4000
403.02,1010.2000
403.32,998.6000
403.61,1003.8000
403.90,992.4000
404.19,1014.6000
404.48,1009.8000
404.77,1009.8000
405.06,1021.0000
405.36,1015.2000
405.65,1005.4000
405.94,977.8000
406.23,1014.2000
406.52,1020.0000
406.81,1017.2000
407.10,1010.0000
407.40,1010.2000
407.69,1000.8000
407.98,1001.4000
408.27,1002.6000
408.56,991.8000
408.85,1037.2000
409.14,987.2000
409.43,1012.0000
409.72,993.2000
410.02,1046.4000
410.31,994.0000
410.60,1001.8000
410.89,1008.2000
411.18,1004.0000
411.47,1007.0000
411.76,995.6000
412.05,993.8000
412.34,1006.2000
412.63,992.8000
412.93,1037.6000
413.22,1017.6000
413.51,1002.0000
413.80,1007.6000
414.09,985.4000
414.38,996.4000
414.67,1018.6000
414.96,980.0000
415.25,1040.0000
415.54,1003.6000
415.83,982.8000
416.12,981.4000
416.41,971.4000
416.70,1007.0000
417.00,1017.6000
417.29,1012.8000
417.58,1003.0000
417.87,996.6000
418.16,1009.6000
418.45,990.8000
418.74,994.2000
419.03,991.8000
419.32,1024.4000
419.61,1013.6000
419.90,1006.6000
420.19,1010.6000
420.48,1008.4000
420.77,987.8000
421.06,992.4000
421.35,1006.8000
421.64,1003.8000
421.93,981.6000
422.22,1001.4000
422.51,1030.4000
422.80,998.8000
423.09,996.8000
423.38,1023.2000
423.67,1002.4000
423.96,987.8000
424.25,993.6000
424.54,997.4000
424.83,976.4000
425.12,1000.6000
425.41,989.6000
425.70,1051.0000
425.99,1002.4000
426.28,1001.0000
426.57,1003.2000
426.86,993.0000
427.15,1009.0000
427.44,1021.2000
427.73,1014.2000
428.02,1010.2000
428.31,1001.8000
428.60,1014.0000
428.89,1009.2000
429.18,996.2000
429.47,1013.6000
429.76,990.6000
430.05,991.4000
430.34,1008.0000
430.63,999.0000
430.92,1016.4000
431.21,1016.4000
431.50,984.4000
431.79,995.6000
432.08,998.8000
432.37,992.0000
432.66,1003.6000
432.94,992.8000
433.23,997.6000
433.52,1014.2000
433.81,1007.0000
434.10,1060.2000
434.39,1001.8000
434.68,1025.2000
434.97,981.6000
435.26,991.2000
435.55,1006.6000
435.84,1000.6000
436.13,997.2000
436.42,1012.6000
436.71,995.4000
436.99,984.6000
437.28,993.6000
437.57,1008.6000
437.86,991.6000
438.15,1000.6000
438.44,983.0000
438.73,1004.2000
439.02,1009.4000
439.31,1021.8000
439.60,997.0000
439.88,1007.6000
440.17,1004.4000
440.46,1004.4000
440.75,986.2000
441.04,979.2000
441.33,1019.6000
441.62,988.8000
441.91,989.2000
442.20,994.0000
442.48,991.0000
442.77,977.4000
443.06,999.0000
443.35,983.2000
443.64,994.0000
443.93,979.4000
444.22,992.0000
444.50,1006.4000
444.79,998.2000
445.08,996.8000
445.37,1005.0000
445.66,991.8000
445.95,987.4000
446.24,988.0000
446.52,986.4000
446.81,1033.6000
447.10,985.6000
447.39,1004.2000
447.68,986.6000
447.97,972.8000
448.25,1017.4000
448.54,1021.4000
448.83,1009.6000
449.12,1028.0000
449.41,995.2000
449.69,997.6000
449.98,991.2000
450.27,998.6000
450.56,987.0000
450.85,1002.2000
451.14,982.2000
451.42,991.0000
451.71,997.6000
452.00,999.4000
452.29,1005.2000
452.58,994.0000
452.86,1002.4000
453.15,998.0000
453.44,981.0000
453.73,1003.6000
454.01,988.4000
454.30,1047.8000
454.59,983.4000
454.88,988.2000
455.17,983.0000
455.45,983.2000
455.74,1030.8000
456.03,993.8000
456.32,997.0000
456.60,987.2000
456.89,995.2000
457.18,977.6000
457.47,990.6000
457.76,994.2000
458.04,986.4000
458.33,999.8000
458.62,994.4000
458.91,974.2000
459.19,970.4000
459.48,986.2000
459.77,985.2000
460.06,993.0000
460.34,988.2000
460.63,991.8000
460.92,986.4000
461.20,995.6000
461.49,996.2000
461.78,973.2000
462.07,978.8000
462.35,992.6000
462.64,992.0000
462.93,1009.0000
463.22,1022.4000
463.50,995.2000
463.79,997.6000
464.08,1010.4000
464.36,997.8000
464.65,998.2000
464.94,1001.2000
465.22,999.6000
465.51,985.6000
465.80,1017.2000
466.09,993.2000
466.37,1014.4000
466.66,1018.6000
466.95,988.8000
467.23,995.6000
467.52,994.0000
467.81,1040.2000
468.09,990.6000
468.38,1000.2000
468.67,1029.8000
468.95,1003.8000
469.24,982.0000
469.53,1004.4000
469.81,1003.4000
470.10,998.8000
470.39,1008.6000
470.67,992.0000
470.96,1001.6000
471.25,985.0000
471.53,1012.4000
471.82,994.8000
472.11,995.4000
472.39,970.2000
472.68,988.6000
472.97,986.4000
473.25,1009.4000
473.54,994.6000
473.82,991.2000
474.11,994.8000
474.40,999.2000
474.68,1028.4000
474.97,1017.8000
475.26,1000.2000
475.54,972.0000
475.83,1006.4000
476.11,989.8000
476.40,1009.4000
476.69,1000.8000
476.97,1003.2000
477.26,995.8000
477.55,1021.8000
477.83,983.8000
478.12,993.8000
478.40,996.2000
478.69,987.2000
478.98,1002.0000
479.26,986.8000
479.55,1001.0000
479.83,997.0000
480.12,997.0000
480.40,1008.4000
480.69,988.4000
480.98,986.6000
481.26,1010.0000
481.55,985.2000
481.83,1002.2000
482.12,993.2000
482.41,984.6000
482.69,974.0000
482.98,1001.8000
483.26,1015.6000
483.55,993.0000
483.83,994.8000
484.12,991.6000
484.40,998.2000
484.69,982.2000
484.98,1000.0000
485.26,994.0000
485.55,994.4000
485.83,962.0000
486.12,1005.2000
486.40,1005.2000
486.69,996.0000
486.97,1000.8000
487.26,1001.4000
487.54,988.6000
487.83,992.2000
488.11,990.6000
488.40,1030.2000
488.68,1023.6000
488.97,993.2000
489.26,1003.6000
489.54,1011.2000
489.83,995.6000
490.11,988.4000
490.40,1005.0000
490.68,991.4000
490.97,976.4000
491.25,1005.0000
491.54,972.8000
491.82,1002.8000
492.11,991.4000
492.39,1019.4000
492.68,981.4000
492.96,1017.8000
493.24,977.8000
493.53,980.8000
493.81,1022.4000
494.10,983.6000
494.38,985.8000
494.67,991.4000
494.95,1015.6000
495.24,984.0000
495.52,1000.0000
495.81,993.8000
496.09,1005.4000
496.38,967.0000
496.66,1018.4000
496.95,1004.0000
497.23,995.8000
497.51,983.4000
497.80,977.6000
498.08,999.0000
498.37,983.8000
498.65,1012.4000
498.94,1026.0000
499.22,999.8000
499.51,990.2000
499.79,1003.2000
500.07,983.6000
500.36,1008.8000
500.64,1002.8000
500.93,994.0000
501.21,1013.4000
501.50,983.6000
501.78,1006.8000
502.06,979.2000
502.35,990.8000
502.63,986.0000
502.92,1003.2000
503.20,1005.6000
503.48,1031.0000
503.77,996.4000
504.05,993.4000
504.34,978.6000
504.62,1008.2000
504.90,1011.0000
505.19,1020.4000
505.47,997.0000
505.76,981.2000
506.04,981.4000
506.32,1010.0000
506.61,982.4000
506.89,1003.8000
507.17,978.2000
507.46,989.6000
507.74,1012.2000
508.03,992.6000
508.31,1008.0000
508.59,969.8000
508.88,991.4000
509.16,1001.0000
509.44,1010.6000
509.73,1000.8000
510.01,993.0000
510.29,1005.2000
510.58,982.2000
510.86,995.6000
511.14,1023.8000
511.43,996.8000
511.71,1014.2000
511.99,1002.0000
512.28,990.8000
512.56,971.2000
512.84,992.2000
513.13,979.8000
513.41,1001.6000
513.69,1010.2000
513.98,973.0000
514.26,1014.2000
514.54,991.0000
514.83,1003.8000
515.11,1001.4000
515.39,1006.8000
515.68,1002.6000
515.96,987.6000
516.24,989.4000
516.53,984.4000
516.81,1022.8000
517.09,985.2000
517.37,980.0000
517.66,982.4000
517.94,986.8000
518.22,988.0000
518.51,981.4000
518.79,993.2000
519.07,985.2000
519.35,989.6000
519.64,998.6000
519.92,1001.8000
520.20,1000.2000
520.48,1013.6000
520.77,996.6000
521.05,979.4000
521.33,973.4000
521.62,967.2000
521.90,999.4000
522.18,988.0000
522.46,989.2000
522.75,988.0000
523.03,1002.6000
523.31,988.0000
523.59,1020.2000
523.88,1004.2000
524.16,993.4000
524.44,1002.6000
524.72,1020.4000
525.00,1009.4000
525.29,994.2000
525.57,983.2000
