Wavelength (nm),Intensity
394.27,941.2000
394.56,924.8000
394.85,937.8000
395.14,922.0000
395.44,928.8000
395.73,929.0000
396.02,912.6000
396.31,917.2000
396.61,928.2000
396.90,926.0000
397.19,927.0000
397.48,928.2000
397.77,932.8000
398.06,928.4000
398.36,927.4000
398.65,920.2000
398.94,918.2000
399.23,911.6000
399.52,912.8000
399.82,927.8000
400.11,923.6000
400.40,931.8000
400.69,921.0000
400.98,924.6000
401.27,933.6000
401.57,902.6000
401.86,923.8000
402.15,921.8000
402.44,916.4000
402.73,933.8000
403.02,931.0000
403.32,917.2000
403.61,920.4000
403.90,917.8000
404.19,947.0000
404.48,933.2000
404.77,932.2000
405.06,939.2000
405.36,940.8000
405.65,925.2000
405.94,918.8000
406.23,927.0000
406.52,939.0000
406.81,949.2000
407.10,934.6000
407.40,928.4000
407.69,935.2000
407.98,929.0000
408.27,930.6000
408.56,918.4000
408.85,945.2000
409.14,922.2000
409.43,937.8000
409.72,927.4000
410.02,950.4000
410.31,925.4000
410.60,930.4000
410.89,944.2000
411.18,934.6000
411.47,937.2000
411.76,940.6000
412.05,928.8000
412.34,939.0000
412.63,935.2000
412.93,958.0000
413.22,950.2000
413.51,921.8000
413.80,943.6000
414.09,929.4000
414.38,929.8000
414.67,932.0000
414.96,936.6000
415.25,958.4000
415.54,935.0000
415.83,921.6000
416.12,924.0000
416.41,920.8000
416.70,935.4000
417.00,945.2000
417.29,938.0000
417.58,936.2000
417.87,938.6000
418.16,941.0000
418.45,932.4000
418.74,935.6000
419.03,937.2000
419.32,959.4000
419.61,940.2000
419.90,955.2000
420.19,953.8000
420.48,944.6000
420.77,924.6000
421.06,934.6000
421.35,944.6000
421.64,942.8000
421.93,940.0000
422.22,939.6000
422.51,961.0000
422.80,946.8000
423.09,950.0000
423.38,959.8000
423.67,943.4000
423.96,947.8000
424.25,946.0000
424.54,944.8000
424.83,936.8000
425.12,951.2000
425.41,960.4000
425.70,1001.2000
425.99,957.6000
426.28,959.4000
426.57,963.0000
426.86,959.4000
427.15,962.0000
427.44,978.2000
427.73,971.4000
428.02,962.8000
428.31,967.2000
428.60,976.4000
428.89,972.0000
429.18,971.0000
429.47,976.6000
429.76,975.0000
430.05,963.2000
430.34,978.0000
430.63,979.2000
430.92,989.6000
431.21,989.2000
431.50,983.8000
431.79,995.8000
432.08,994.2000
432.37,1004.2000
432.66,1002.8000
432.94,1004.0000
433.23,1013.2000
433.52,1013.2000
433.81,1022.2000
434.10,1048.2000
434.39,1027.8000
434.68,1030.4000
434.97,1023.2000
435.26,1025.0000
435.55,1042.4000
435.84,1042.4000
436.13,1044.0000
436.42,1057.6000
436.71,1055.2000
436.99,1052.0000
437.28,1073.0000
437.57,1082.6000
437.86,1074.4000
438.15,1096.0000
438.44,1087.6000
438.73,1095.8000
439.02,1117.2000
439.31,1131.6000
439.60,1122.0000
439.88,1139.0000
440.17,1137.6000
440.46,1151.6000
440.75,1152.8000
441.04,1156.8000
441.33,1196.8000
441.62,1203.8000
441.91,1197.4000
442.20,1210.6000
442.48,1240.4000
442.77,1234.2000
443.06,1257.0000
443.35,1255.0000
443.64,1293.2000
443.93,1304.0000
444.22,1323.4000
444.50,1340.4000
444.79,1371.6000
445.08,1386.0000
445.37,1398.6000
445.66,1417.8000
445.95,1407.2000
446.24,1473.6000
446.52,1490.2000
446.81,1528.6000
447.10,1523.2000
447.39,1559.4000
447.68,1556.6000
447.97,1574.8000
448.25,1616.0000
448.54,1630.0000
448.83,1668.0000
449.12,1679.0000
449.41,1680.6000
449.69,1700.4000
449.98,1714.0000
450.27,1721.2000
450.56,1735.8000
450.85,1759.0000
451.14,1754.2000
451.42,1754.4000
451.71,1775.2000
452.00,1773.6000
452.29,1775.0000
452.58,1779.2000
452.86,1756.6000
453.15,1764.4000
453.44,1746.6000
453.73,1750.6000
454.01,1724.6000
454.30,1763.0000
454.59,1693.2000
454.88,1676.4000
455.17,1674.2000
455.45,1674.4000
455.74,1658.0000
456.03,1644.2000
456.32,1619.6000
456.60,1606.0000
456.89,1587.6000
457.18,1569.2000
457.47,1566.4000
457.76,1523.2000
458.04,1531.6000
458.33,1521.6000
458.62,1511.6000
458.91,1488.2000
459.19,1466.8000
459.48,1474.4000
459.77,1448.8000
460.06,1466.6000
460.34,1436.4000
460.63,1439.4000
460.92,1442.4000
461.20,1416.4000
461.49,1418.6000
461.78,1417.8000
462.07,1415.8000
462.35,1403.8000
462.64,1412.2000
462.93,1402.2000
463.22,1395.2000
463.50,1389.4000
463.79,1388.6000
464.08,1405.8000
464.36,1385.8000
464.65,1375.8000
464.94,1375.8000
465.22,1379.6000
465.51,1372.6000
465.80,1381.0000
466.09,1370.8000
466.37,1373.6000
466.66,1381.4000
466.95,1360.0000
467.23,1353.6000
467.52,1345.4000
467.81,1371.4000
468.09,1338.8000
468.38,1326.8000
468.67,1342.6000
468.95,1323.4000
469.24,1315.0000
469.53,1308.4000
469.81,1317.0000
470.10,1300.6000
470.39,1315.6000
470.67,1277.4000
470.96,1280.2000
471.25,1279.8000
471.53,1288.8000
471.82,1268.6000
472.11,1249.0000
472.39,1239.8000
472.68,1242.8000
472.97,1225.8000
473.25,1245.0000
473.54,1225.8000
473.82,1232.2000
474.11,1215.2000
474.40,1218.6000
474.68,1217.6000
474.97,1217.8000
475.26,1212.4000
475.54,1194.0000
475.83,1211.6000
476.11,1196.6000
476.40,1204.6000
476.69,1199.0000
476.97,1198.2000
477.26,1184.6000
477.55,1206.8000
477.83,1197.6000
478.12,1194.2000
478.40,1197.4000
478.69,1176.8000
478.98,1188.4000
479.26,1180.2000
479.55,1181.4000
479.83,1196.8000
480.12,1206.6000
480.40,1193.6000
480.69,1183.8000
480.98,1186.8000
481.26,1219.2000
481.55,1185.2000
481.83,1205.0000
482.12,1203.2000
482.41,1205.2000
482.69,1194.8000
482.98,1216.0000
483.26,1224.6000
483.55,1202.6000
483.83,1214.8000
484.12,1206.0000
484.40,1197.8000
484.69,1188.0000
484.98,1221.8000
485.26,1208.4000
485.55,1216.2000
485.83,1204.0000
486.12,1235.4000
486.40,1220.2000
486.69,1231.6000
486.97,1220.8000
487.26,1229.6000
487.54,1224.6000
487.83,1230.4000
488.11,1243.2000
488.40,1251.0000
488.68,1243.4000
488.97,1245.6000
489.26,1247.8000
489.54,1254.8000
489.83,1264.4000
490.11,1271.8000
490.40,1261.2000
490.68,1273.8000
490.97,1277.0000
491.25,1264.8000
491.54,1264.8000
491.82,1286.0000
492.11,1301.2000
492.39,1306.8000
492.68,1282.6000
492.96,1319.4000
493.24,1290.0000
493.53,1314.8000
493.81,1336.4000
494.10,1299.8000
494.38,1326.6000
494.67,1327.0000
494.95,1355.6000
495.24,1336.2000
495.52,1351.4000
495.81,1361.6000
496.09,1346.6000
496.38,1354.6000
496.66,1384.6000
496.95,1376.0000
497.23,1387.4000
497.51,1360.6000
497.80,1383.6000
498.08,1396.4000
498.37,1396.6000
498.65,1401.4000
498.94,1424.0000
499.22,1416.8000
499.51,1415.4000
499.79,1436.4000
500.07,1430.0000
500.36,1452.8000
500.64,1456.0000
500.93,1464.0000
501.21,1477.6000
501.50,1458.2000
501.78,1471.8000
502.06,1465.0000
502.35,1464.2000
502.63,1473.0000
502.92,1514.8000
503.20,1520.0000
503.48,1523.0000
503.77,1521.8000
504.05,1499.8000
504.34,1521.2000
504.62,1525.0000
504.90,1536.0000
505.19,1552.6000
505.47,1549.6000
505.76,1547.4000
506.04,1562.6000
506.32,1566.6000
506.61,1581.2000
506.89,1569.4000
507.17,1580.2000
507.46,1577.0000
507.74,1591.6000
508.03,1594.4000
508.31,1598.0000
508.59,1603.4000
508.88,1593.8000
509.16,1641.6000
509.44,1636.0000
509.73,1617.0000
510.01,1628.0000
