Wavelength (nm),Intensity
394.27,1023.2000
394.56,997.6000
394.85,1013.8000
395.14,990.0000
395.44,1001.0000
395.73,1001.2000
396.02,987.2000
396.31,999.4000
396.61,1004.0000
396.90,982.0000
397.19,1006.6000
397.48,1013.8000
397.77,985.4000
398.06,1013.8000
398.36,1009.6000
398.65,996.0000
398.94,1003.4000
399.23,987.0000
399.52,1001.8000
399.82,1002.8000
400.11,994.2000
400.40,1011.0000
400.69,993.4000
400.98,1000.4000
401.27,1013.6000
401.57,976.2000
401.86,1000.0000
402.15,988.8000
402.44,993.0000
402.73,991.0000
403.02,1017.0000
403.32,989.0000
403.61,995.0000
403.90,986.8000
404.19,1004.8000
404.48,1010.2000
404.77,999.6000
405.06,1014.4000
405.36,1018.6000
405.65,1003.6000
405.94,974.0000
406.23,1012.0000
406.52,1013.0000
406.81,1015.4000
407.10,1011.2000
407.40,1008.0000
407.69,1005.2000
407.98,1010.6000
408.27,993.8000
408.56,983.8000
408.85,1033.0000
409.14,992.8000
409.43,1003.2000
409.72,999.0000
410.02,1039.8000
410.31,1008.4000
410.60,1011.2000
410.89,1014.2000
411.18,999.8000
411.47,990.2000
411.76,1003.0000
412.05,991.8000
412.34,998.6000
412.63,988.8000
412.93,1040.4000
413.22,1016.0000
413.51,992.2000
413.80,999.2000
414.09,990.8000
414.38,994.0000
414.67,1021.6000
414.96,978.0000
415.25,1038.6000
415.54,1010.4000
415.83,980.8000
416.12,981.0000
416.41,975.6000
416.70,1007.4000
417.00,1010.4000
417.29,999.8000
417.58,1011.2000
417.87,987.6000
418.16,1012.6000
418.45,991.4000
418.74,989.4000
419.03,1006.0000
419.32,1018.0000
419.61,1014.8000
419.90,1003.2000
420.19,1003.8000
420.48,996.2000
420.77,983.2000
421.06,994.6000
421.35,1005.8000
421.64,998.0000
421.93,984.6000
422.22,999.8000
422.51,1021.0000
422.80,1005.8000
423.09,991.6000
423.38,1018.0000
423.67,1005.2000
423.96,985.6000
424.25,996.6000
424.54,990.2000
424.83,967.6000
425.12,988.4000
425.41,994.0000
425.70,1055.6000
425.99,1009.2000
426.28,1005.0000
426.57,1001.6000
426.86,999.2000
427.15,1007.8000
427.44,1020.6000
427.73,1012.2000
428.02,990.2000
428.31,1004.6000
428.60,1019.8000
428.89,1010.8000
429.18,996.6000
429.47,1005.2000
429.76,990.8000
430.05,997.6000
430.34,1009.4000
430.63,989.6000
430.92,1022.0000
431.21,1012.2000
431.50,982.8000
431.79,990.8000
432.08,984.6000
432.37,991.8000
432.66,994.0000
432.94,991.8000
433.23,1003.4000
433.52,1019.0000
433.81,1008.4000
434.10,1065.6000
434.39,1003.4000
434.68,1014.6000
434.97,993.4000
435.26,992.0000
435.55,997.4000
435.84,997.2000
436.13,994.2000
436.42,998.4000
436.71,993.6000
436.99,985.4000
437.28,994.2000
437.57,1010.2000
437.86,995.4000
438.15,1007.8000
438.44,985.4000
438.73,1008.8000
439.02,1003.0000
439.31,1019.4000
439.60,991.0000
439.88,994.4000
440.17,995.6000
440.46,1022.4000
440.75,987.4000
441.04,982.8000
441.33,1016.0000
441.62,1004.4000
441.91,985.4000
442.20,996.4000
442.48,1000.8000
442.77,988.0000
443.06,990.6000
443.35,979.8000
443.64,997.6000
443.93,973.2000
444.22,990.6000
444.50,1007.8000
444.79,1003.8000
445.08,1004.0000
445.37,1007.8000
445.66,985.0000
445.95,985.6000
446.24,977.6000
446.52,993.6000
446.81,1024.0000
447.10,978.0000
447.39,1011.0000
447.68,988.6000
447.97,984.8000
448.25,1010.8000
448.54,1007.8000
448.83,1009.8000
449.12,1024.8000
449.41,996.8000
449.69,1008.4000
449.98,991.4000
450.27,992.8000
450.56,998.6000
450.85,998.4000
451.14,976.4000
451.42,991.6000
451.71,999.0000
452.00,1000.2000
452.29,1005.4000
452.58,994.4000
452.86,994.0000
453.15,993.8000
453.44,988.2000
453.73,1010.8000
454.01,981.6000
454.30,1050.6000
454.59,978.8000
454.88,978.6000
455.17,985.2000
455.45,997.0000
455.74,1031.6000
456.03,1006.0000
456.32,985.2000
456.60,998.6000
456.89,992.0000
457.18,991.6000
457.47,979.8000
457.76,986.8000
458.04,989.2000
458.33,992.8000
458.62,991.2000
458.91,976.8000
459.19,972.8000
459.48,977.8000
459.77,974.0000
460.06,993.0000
460.34,997.6000
460.63,991.8000
460.92,989.0000
461.20,977.2000
461.49,988.4000
461.78,984.0000
462.07,984.0000
462.35,981.8000
462.64,998.8000
462.93,1012.4000
463.22,1014.2000
463.50,995.4000
463.79,1001.0000
464.08,1015.4000
464.36,999.8000
464.65,996.0000
464.94,999.0000
465.22,997.0000
465.51,987.4000
465.80,1018.4000
466.09,997.0000
466.37,1015.2000
466.66,1010.8000
466.95,990.8000
467.23,986.6000
467.52,995.4000
467.81,1029.6000
468.09,989.2000
468.38,1002.2000
468.67,1029.2000
468.95,988.6000
469.24,977.0000
469.53,1000.6000
469.81,1000.0000
470.10,998.4000
470.39,1009.0000
470.67,988.2000
470.96,999.2000
471.25,987.0000
471.53,1009.0000
471.82,994.8000
472.11,1004.0000
472.39,980.6000
472.68,996.4000
472.97,989.4000
473.25,1008.0000
473.54,986.0000
473.82,988.8000
474.11,996.2000
474.40,1002.8000
474.68,1023.4000
474.97,1014.2000
475.26,1000.0000
475.54,975.0000
475.83,999.6000
476.11,990.0000
476.40,1001.2000
476.69,999.4000
476.97,1001.2000
477.26,1001.8000
477.55,1020.6000
477.83,974.6000
478.12,999.8000
478.40,990.4000
478.69,998.2000
478.98,1003.8000
479.26,972.8000
479.55,996.0000
479.83,995.8000
480.12,1007.2000
480.40,1002.4000
480.69,980.6000
480.98,998.0000
481.26,999.0000
481.55,983.0000
481.83,1009.8000
482.12,988.8000
482.41,991.0000
482.69,975.6000
482.98,999.6000
483.26,1019.8000
483.55,988.0000
483.83,987.8000
484.12,990.0000
484.40,997.0000
484.69,985.2000
484.98,1001.4000
485.26,997.0000
485.55,997.0000
485.83,972.8000
486.12,997.4000
486.40,995.0000
486.69,991.0000
486.97,980.6000
487.26,1002.6000
487.54,990.0000
487.83,994.6000
488.11,993.6000
488.40,1023.6000
488.68,1027.4000
488.97,987.2000
489.26,1001.8000
489.54,1004.2000
489.83,1003.0000
490.11,995.6000
490.40,998.8000
490.68,996.4000
490.97,983.2000
491.25,997.6000
491.54,978.2000
491.82,1008.0000
492.11,1004.0000
492.39,1010.2000
492.68,990.6000
492.96,1010.4000
493.24,988.6000
493.53,989.0000
493.81,1023.6000
494.10,984.6000
494.38,983.6000
494.67,991.8000
494.95,1017.4000
495.24,974.2000
495.52,1002.4000
495.81,1003.4000
496.09,1007.6000
496.38,977.6000
496.66,1012.8000
496.95,998.8000
497.23,993.0000
497.51,982.2000
497.80,998.4000
498.08,991.4000
498.37,975.4000
498.65,997.8000
498.94,1020.4000
499.22,994.2000
499.51,984.6000
499.79,994.6000
500.07,981.0000
500.36,1014.6000
500.64,1008.8000
500.93,990.8000
501.21,1017.4000
501.50,989.2000
501.78,991.2000
502.06,980.6000
502.35,984.4000
502.63,978.2000
502.92,999.6000
503.20,1019.4000
503.48,1026.8000
503.77,1002.8000
504.05,997.4000
504.34,980.2000
504.62,995.8000
504.90,995.6000
505.19,1019.6000
505.47,995.0000
505.76,979.0000
506.04,988.0000
506.32,1006.6000
506.61,987.8000
506.89,1013.6000
507.17,995.2000
507.46,998.2000
507.74,1010.6000
508.03,1000.2000
508.31,1003.8000
508.59,976.6000
508.88,994.4000
509.16,987.6000
509.44,999.6000
509.73,1007.2000
510.01,999.0000
510.29,1004.2000
510.58,980.4000
510.86,1007.6000
511.14,1009.2000
511.43,996.4000
511.71,992.6000
511.99,1001.2000
512.28,993.8000
512.56,987.4000
512.84,1002.6000
513.13,985.8000
513.41,990.0000
513.69,982.2000
513.98,973.2000
514.26,992.4000
514.54,990.2000
514.83,1000.6000
515.11,997.2000
515.39,1008.4000
515.68,1008.0000
515.96,983.8000
516.24,988.8000
516.53,983.6000
516.81,1022.6000
517.09,978.4000
517.37,988.8000
517.66,981.4000
517.94,990.8000
518.22,996.2000
518.51,984.0000
518.79,999.4000
519.07,986.0000
519.35,1000.2000
519.64,1005.6000
519.92,1001.0000
520.20,1004.8000
520.48,1007.0000
520.77,987.8000
521.05,985.2000
521.33,971.8000
521.62,987.6000
521.90,998.0000
522.18,998.8000
522.46,993.8000
522.75,986.6000
523.03,992.2000
523.31,982.6000
523.59,1017.4000
523.88,1005.0000
524.16,987.0000
524.44,1019.6000
524.72,1013.2000
525.00,1007.6000
525.29,1004.8000
525.57,987.6000
525.85,990.8000
526.13,976.4000
526.42,970.0000
526.70,1004.8000
526.98,982.2000
527.26,980.6000
527.54,979.8000
527.83,992.4000
528.11,996.2000
528.39,1000.4000
528.67,1005.2000
528.95,997.6000
529.24,980.8000
529.52,1002.6000
529.80,1000.6000
530.08,1001.4000
530.36,988.2000
530.65,1011.2000
530.93,988.8000
531.21,991.2000
531.49,989.8000
531.77,1006.6000
532.05,1000.6000
532.34,997.8000
532.62,982.6000
532.90,1012.2000
533.18,1003.6000
533.46,1000.8000
533.74,999.2000
534.03,983.6000
534.31,991.4000
534.59,988.4000
534.87,1005.8000
535.15,993.6000
535.43,996.2000
535.71,986.8000
536.00,1000.4000
536.28,992.8000
536.56,1000.6000
536.84,998.0000
537.12,975.2000
537.40,997.6000
537.68,988.0000
537.97,1005.6000
538.25,983.6000
538.53,1003.0000
538.81,1007.8000
539.09,980.2000
539.37,995.2000
539.65,988.8000
539.93,995.6000
540.21,984.6000
540.50,972.4000
540.78,1004.6000
541.06,996.4000
541.34,1001.2000
541.62,1000.8000
541.90,1019.2000
542.18,996.6000
542.46,1008.4000
542.74,1000.0000
543.02,991.0000
543.30,991.8000
543.58,999.2000
543.87,997.0000
544.15,991.8000
544.43,1008.6000
544.71,999.2000
544.99,994.4000
545.27,996.0000
545.55,978.8000
545.83,987.2000
546.11,1002.8000
546.39,1000.8000
546.67,1004.6000
546.95,995.6000
547.23,981.2000
547.51,988.2000
547.79,1004.0000
548.07,1007.0000
548.35,982.4000
548.63,970.6000
548.91,1011.8000
549.20,991.4000
549.48,1019.6000
549.76,971.0000
550.04,981.8000
550.32,993.0000
550.60,977.6000
550.88,978.0000
551.16,988.8000
551.44,1008.4000
551.72,979.0000
552.00,981.8000
552.28,1001.8000
552.56,1029.0000
552.84,1010.8000
553.12,1006.2000
553.40,997.8000
553.68,996.6000
553.96,1002.6000
554.24,984.4000
554.52,989.6000
554.80,991.6000
555.08,1002.2000
555.36,975.2000
555.64,1021.2000
555.92,995.4000
556.19,981.0000
556.47,993.2000
556.75,1000.4000
557.03,995.6000
557.31,1011.6000
557.59,1009.0000
557.87,985.6000
558.15,996.0000
558.43,991.2000
558.71,987.0000
558.99,983.6000
559.27,1000.6000
559.55,976.2000
559.83,991.6000
560.11,1004.2000
560.39,981.6000
560.67,1001.6000
560.95,1000.8000
561.23,994.8000
561.50,984.6000
561.78,983.0000
562.06,982.6000
562.34,976.4000
562.62,997.8000
562.90,1021.2000
563.18,992.8000
563.46,982.6000
563.74,999.6000
564.02,1019.4000
564.30,996.2000
564.57,994.8000
564.85,973.2000
565.13,1004.6000
565.41,994.0000
565.69,999.4000
565.97,999.4000
566.25,979.8000
566.53,987.2000
566.81,1009.4000
567.08,996.0000
567.36,981.8000
567.64,993.6000
567.92,1014.4000
568.20,983.2000
568.48,998.4000
568.76,1006.2000
569.04,1000.8000
569.31,1016.2000
569.59,1005.0000
569.87,996.6000
570.15,982.8000
570.43,1005.0000
570.71,992.6000
570.99,996.8000
571.26,1005.0000
571.54,998.2000
571.82,984.8000
572.10,982.6000
572.38,990.4000
572.66,996.4000
572.93,995.0000
573.21,990.0000
573.49,1000.0000
573.77,1016.8000
574.05,977.0000
574.32,980.0000
574.60,995.0000
574.88,1005.2000
575.16,1013.4000
575.44,984.8000
575.71,997.4000
575.99,1052.0000
576.27,1008.8000
576.55,987.8000
576.83,1013.4000
577.10,1009.8000
577.38,997.8000
577.66,987.0000
577.94,994.2000
578.22,967.8000
578.49,1002.0000
578.77,987.0000
579.05,1006.6000
579.33,995.8000
579.60,995.8000
579.88,998.0000
580.16,1005.2000
