Wavelength (nm),Intensity
394.27,2118.5000
394.56,2017.5000
394.85,2111.0000
395.14,2041.0000
395.44,2039.0000
395.73,2091.0000
396.02,1927.5000
396.31,2051.5000
396.61,2094.5000
396.90,1995.5000
397.19,2166.0000
397.48,2173.5000
397.77,2002.5000
398.06,2120.0000
398.36,2155.5000
398.65,2065.0000
398.94,2039.5000
399.23,1975.0000
399.52,2067.5000
399.82,2135.5000
400.11,2071.5000
400.40,2205.5000
400.69,2022.5000
400.98,2077.5000
401.27,2231.5000
401.57,1943.5000
401.86,2116.5000
402.15,2039.0000
402.44,2076.5000
402.73,2050.5000
403.02,2194.5000
403.32,2037.0000
403.61,2067.5000
403.90,2085.0000
404.19,2173.0000
404.48,2205.0000
404.77,2133.0000
405.06,2171.5000
405.36,2268.5000
405.65,2176.5000
405.94,1908.5000
406.23,2200.0000
406.52,2218.5000
406.81,2272.0000
407.10,2168.0000
407.40,2150.0000
407.69,2127.0000
407.98,2157.0000
408.27,2055.0000
408.56,1988.5000
408.85,2366.0000
409.14,2028.0000
409.43,2159.5000
409.72,2014.5000
410.02,2418.0000
410.31,2109.5000
410.60,2151.0000
410.89,2252.5000
411.18,2119.0000
411.47,2084.5000
411.76,2133.5000
412.05,2128.5000
412.34,2147.0000
412.63,2098.5000
412.93,2512.0000
413.22,2292.5000
413.51,2061.0000
413.80,2214.5000
414.09,2032.0000
414.38,2092.0000
414.67,2210.0000
414.96,2030.5000
415.25,2486.0000
415.54,2232.0000
415.83,1986.0000
416.12,2027.5000
416.41,1999.0000
416.70,2249.0000
417.00,2253.5000
417.29,2199.5000
417.58,2200.5000
417.87,2161.5000
418.16,2281.0000
418.45,2153.5000
418.74,2139.5000
419.03,2122.0000
419.32,2404.5000
419.61,2251.5000
419.90,2321.5000
420.19,2292.5000
420.48,2214.5000
420.77,2056.0000
421.06,2133.5000
421.35,2232.5000
421.64,2227.0000
421.93,2071.0000
422.22,2177.5000
422.51,2425.5000
422.80,2242.0000
423.09,2152.0000
423.38,2488.0000
423.67,2262.5000
423.96,2170.5000
424.25,2177.0000
424.54,2160.5000
424.83,2027.0000
425.12,2219.0000
425.41,2266.0000
425.70,2726.0000
425.99,2318.0000
426.28,2304.5000
426.57,2325.0000
426.86,2252.0000
427.15,2368.5000
427.44,2509.0000
427.73,2469.0000
428.02,2298.0000
428.31,2411.5000
428.60,2515.0000
428.89,2423.5000
429.18,2360.0000
429.47,2450.5000
429.76,2265.5000
430.05,2310.5000
430.34,2515.5000
430.63,2334.0000
430.92,2601.0000
431.21,2567.5000
431.50,2357.0000
431.79,2416.5000
432.08,2406.0000
432.37,2426.0000
432.66,2488.5000
432.94,2494.0000
433.23,2561.0000
433.52,2633.0000
433.81,2589.0000
434.10,3060.0000
434.39,2625.5000
434.68,2856.5000
434.97,2529.0000
435.26,2622.5000
435.55,2775.5000
435.84,2701.5000
436.13,2732.0000
436.42,2844.5000
436.71,2747.0000
